what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1489189585423
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1489189585454
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1489189586938
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1489189600458
executed,command,,,"com.altera.sbtgui.launch.hardware.Nios2HardwareLaunchShortcut.run",1489189600474
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1489189610212
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1489189620323
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1489189620354
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1489189621549
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1489189623943
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1489189623975
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1489189623990
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1489189625209
executed,command,,,"org.eclipse.cdt.debug.ui.localCShortcut.run",1489189625225
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1489189628553
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1489189629631
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1489189635818
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1489189635865
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1489189637790
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1489189640458
executed,command,,,"com.altera.sbtgui.launch.hardware.Nios2HardwareLaunchShortcut.run",1489189640458
error,log,,,"Unable to validate connection settings.",1489189647334
error,log,,,"Unable to validate connection settings.",1489189647350
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1489189647365
